,Variable,Feature,Value,Coefficient,N,N.not.0,P.value,Q.value,Measure,is_filtered
163,time,ko00564,time,-0.000273737,654,654,2.75E-13,5.20E-12,pwy,unfiltered
164,time,ko03030,time,-0.000270939,654,654,1.35E-12,2.51E-11,pwy,unfiltered
165,time,ko00540,time,-0.001144536,654,654,4.70E-12,8.60E-11,pwy,unfiltered
166,time,ko03070,time,-0.000260846,654,654,1.18E-11,2.12E-10,pwy,unfiltered
167,time,ko00590,time,-0.000416849,654,630,5.13E-11,8.95E-10,pwy,unfiltered
168,time,ko00312,time,-0.00010879,654,596,6.26E-11,1.08E-09,pwy,unfiltered
169,time,ko04910,time,0.00017332,654,644,8.49E-11,1.44E-09,pwy,unfiltered
170,time,ko00380,time,-0.000177007,654,654,7.48E-10,1.25E-08,pwy,unfiltered
171,time,ko00471,time,-0.000397397,654,654,2.16E-09,3.56E-08,pwy,unfiltered
172,time,ko00710,time,-0.000193413,654,648,5.12E-09,8.31E-08,pwy,unfiltered
173,time,ko00030,time,0.000169877,654,654,1.34E-08,2.14E-07,pwy,unfiltered
174,time,ko00010,time,0.000176508,654,654,2.69E-08,4.25E-07,pwy,unfiltered
175,time,ko00270,time,0.000176344,654,654,5.05E-08,7.87E-07,pwy,unfiltered
176,time,ko00562,time,0.000156604,654,654,5.69E-08,8.64E-07,pwy,unfiltered
177,time,ko04141,time,0.00017722,654,653,5.70E-08,8.64E-07,pwy,unfiltered
178,time,ko00565,time,9.47E-05,654,318,1.28E-07,1.86E-06,pwy,unfiltered
179,time,ko00626,time,-0.000662896,654,127,1.67E-07,2.40E-06,pwy,unfiltered
180,time,ko00310,time,0.000497255,654,653,2.05E-07,2.92E-06,pwy,unfiltered
181,time,ko00260,time,0.000138331,654,654,3.42E-07,4.81E-06,pwy,unfiltered
182,time,ko00500,time,-0.000190494,654,654,6.92E-07,9.49E-06,pwy,unfiltered
183,time,ko04974,time,-0.000260226,654,654,8.01E-07,1.09E-05,pwy,unfiltered
184,time,ko00750,time,0.000248458,654,654,9.34E-07,1.25E-05,pwy,unfiltered
185,time,ko05143,time,0.000309572,654,466,9.87E-07,1.29E-05,pwy,unfiltered
186,time,ko00650,time,-0.000140184,654,654,9.89E-07,1.29E-05,pwy,unfiltered
187,time,ko00633,time,-0.000464667,654,654,9.95E-07,1.29E-05,pwy,unfiltered
188,time,ko00720,time,0.000109857,654,654,1.67E-06,2.14E-05,pwy,unfiltered
189,time,ko04210,time,7.62E-05,654,646,2.68E-06,3.39E-05,pwy,unfiltered
190,time,ko00600,time,0.000413356,654,601,3.93E-06,4.92E-05,pwy,unfiltered
191,time,ko00400,time,0.000187788,654,654,5.32E-06,6.59E-05,pwy,unfiltered
192,time,ko00281,time,-0.000499475,654,596,6.81E-06,8.29E-05,pwy,unfiltered
193,time,ko00791,time,-0.000190943,654,653,6.83E-06,8.29E-05,pwy,unfiltered
194,time,ko00780,time,-0.000388541,654,654,1.29E-05,0.000154765,pwy,unfiltered
195,time,ko00053,time,-0.000516692,654,654,1.74E-05,0.000203969,pwy,unfiltered
196,time,ko00020,time,-0.000158543,654,654,2.66E-05,0.000309263,pwy,unfiltered
197,time,ko00190,time,-9.29E-05,654,654,2.75E-05,0.000316352,pwy,unfiltered
198,time,ko00660,time,0.000326689,654,654,6.70E-05,0.000749009,pwy,unfiltered
199,time,ko02060,time,-0.000424466,654,654,7.44E-05,0.000823719,pwy,unfiltered
200,time,ko03013,time,0.000126502,654,654,7.53E-05,0.000826325,pwy,unfiltered
201,time,ko04530,time,4.39E-05,654,506,0.000140549,0.001499186,pwy,unfiltered
202,time,ko02030,time,0.000506007,654,624,0.000241501,0.002506386,pwy,unfiltered
203,time,ko05150,time,-0.000184864,654,654,0.000257336,0.002646881,pwy,unfiltered
204,time,ko00051,time,0.000324841,654,654,0.000453807,0.004468257,pwy,unfiltered
205,time,ko00430,time,-0.000452929,654,592,0.00048139,0.004621347,pwy,unfiltered
206,time,ko00906,time,6.43E-05,654,637,0.001119846,0.010488312,pwy,unfiltered
207,time,ko00621,time,-0.000400262,654,148,0.001256188,0.011670392,pwy,unfiltered
208,time,ko00520,time,-5.91E-05,654,654,0.002176725,0.018680179,pwy,unfiltered
209,time,ko04122,time,0.000176846,654,654,0.00356511,0.028520882,pwy,unfiltered
210,time,ko00361,time,-8.92E-05,654,431,0.003766191,0.029921735,pwy,unfiltered
211,time,ko03050,time,-0.000138117,654,650,0.009548058,0.068319022,pwy,unfiltered
212,time,ko00071,time,-9.29E-05,654,654,0.011247731,0.077589138,pwy,unfiltered
213,time,ko00061,time,0.000177526,654,654,0.011686682,0.079663063,pwy,unfiltered
214,time,ko00340,time,0.000145708,654,654,0.014821638,0.095924312,pwy,unfiltered
215,time,ko00630,time,0.000112205,654,654,0.015789531,0.101483066,pwy,unfiltered
216,time,ko00983,time,6.71E-05,654,651,0.024414112,0.145520046,pwy,unfiltered
217,time,ko00640,time,-5.00E-05,654,654,0.028749159,0.160771998,pwy,unfiltered
218,time,ko00860,time,0.00012782,654,654,0.04269652,0.228773911,pwy,unfiltered
29,time,ko00790,time,-0.00159293,518,518,1.09E-64,9.62E-62,pwy,filtered
30,time,ko04626,time,0.000556329,518,518,1.80E-64,9.62E-62,pwy,filtered
31,time,ko03010,time,0.001496801,518,518,5.45E-64,1.95E-61,pwy,filtered
32,time,ko00970,time,0.000947471,518,518,2.07E-63,5.54E-61,pwy,filtered
33,time,ko00130,time,-0.001339898,518,518,2.55E-60,5.46E-58,pwy,filtered
34,time,ko00480,time,-0.000747466,518,518,4.61E-59,8.23E-57,pwy,filtered
35,time,ko00785,time,-0.002167023,518,518,3.53E-56,5.40E-54,pwy,filtered
36,time,ko00473,time,-0.001463314,518,518,1.28E-53,1.71E-51,pwy,filtered
37,time,ko00680,time,0.000369212,518,518,4.77E-53,5.68E-51,pwy,filtered
38,time,ko03020,time,0.000464799,518,518,5.73E-53,6.14E-51,pwy,filtered
39,time,ko00440,time,-0.000659894,518,518,1.64E-52,1.59E-50,pwy,filtered
40,time,ko00290,time,0.001317573,518,518,5.38E-51,4.80E-49,pwy,filtered
41,time,ko00330,time,0.000498372,518,518,9.36E-51,7.71E-49,pwy,filtered
42,time,ko00250,time,0.000708862,518,518,1.08E-50,8.29E-49,pwy,filtered
43,time,ko00450,time,0.000589126,518,518,1.02E-45,7.30E-44,pwy,filtered
44,time,ko03060,time,-0.000614599,518,518,6.39E-39,4.28E-37,pwy,filtered
45,time,ko00930,time,0.000229295,518,400,2.52E-38,1.59E-36,pwy,filtered
46,time,ko03018,time,0.00032454,518,518,1.35E-37,8.02E-36,pwy,filtered
47,time,ko00908,time,-0.000504408,518,518,2.29E-37,1.29E-35,pwy,filtered
48,time,ko00550,time,-0.000782009,518,518,3.14E-37,1.65E-35,pwy,filtered
49,time,ko03430,time,-0.000435492,518,518,3.24E-37,1.65E-35,pwy,filtered
50,time,ko00410,time,0.002164187,518,326,1.58E-34,7.67E-33,pwy,filtered
51,time,ko00100,time,0.000101498,518,383,2.91E-33,1.36E-31,pwy,filtered
52,time,ko00770,time,0.000388457,518,518,7.09E-33,3.16E-31,pwy,filtered
53,time,ko00620,time,0.000620029,518,518,1.10E-29,4.69E-28,pwy,filtered
54,time,ko01040,time,-0.000682227,518,518,3.10E-29,1.28E-27,pwy,filtered
55,time,ko03440,time,-0.000338492,518,518,2.02E-28,8.02E-27,pwy,filtered
56,time,ko00920,time,0.000443045,518,518,8.57E-28,3.25E-26,pwy,filtered
57,time,ko00350,time,-0.000388368,518,518,8.79E-28,3.25E-26,pwy,filtered
58,time,ko03030,time,-0.000423167,518,518,1.51E-27,5.40E-26,pwy,filtered
59,time,ko00300,time,0.000400062,518,518,6.88E-25,2.38E-23,pwy,filtered
60,time,ko04112,time,0.000290532,518,518,1.34E-24,4.47E-23,pwy,filtered
61,time,ko00760,time,-0.000660431,518,518,5.11E-24,1.66E-22,pwy,filtered
62,time,ko00052,time,-0.000366176,518,518,2.24E-23,7.05E-22,pwy,filtered
63,time,ko03008,time,-0.000354454,518,518,2.36E-23,7.21E-22,pwy,filtered
64,time,ko02010,time,-0.000413699,518,518,6.79E-23,2.02E-21,pwy,filtered
65,time,ko00471,time,-0.000645543,518,518,9.68E-23,2.80E-21,pwy,filtered
66,time,ko00740,time,0.000994469,518,518,8.93E-22,2.52E-20,pwy,filtered
67,time,ko00360,time,-0.000279839,518,518,5.23E-20,1.44E-18,pwy,filtered
68,time,ko00311,time,-0.000722408,518,515,2.04E-19,5.45E-18,pwy,filtered
69,time,ko03410,time,0.000301536,518,518,3.19E-19,8.33E-18,pwy,filtered
70,time,ko02030,time,0.001164557,518,488,7.48E-19,1.91E-17,pwy,filtered
71,time,ko00511,time,-0.000663138,518,518,1.19E-18,2.96E-17,pwy,filtered
72,time,ko00630,time,0.000340679,518,518,2.54E-18,6.18E-17,pwy,filtered
73,time,ko00362,time,0.000238519,518,518,1.31E-17,3.11E-16,pwy,filtered
74,time,ko00310,time,0.000860534,518,517,1.37E-17,3.18E-16,pwy,filtered
75,time,ko00280,time,-0.000203949,518,518,2.03E-17,4.62E-16,pwy,filtered
76,time,ko05142,time,-0.000473089,518,227,7.98E-17,1.78E-15,pwy,filtered
77,time,ko00730,time,0.000407265,518,518,1.50E-16,3.29E-15,pwy,filtered
78,time,ko02040,time,0.000804301,518,518,2.91E-13,6.23E-12,pwy,filtered
79,time,ko00625,time,0.001293683,518,165,6.20E-13,1.30E-11,pwy,filtered
80,time,ko00230,time,0.000139253,518,518,1.88E-12,3.87E-11,pwy,filtered
81,time,ko03420,time,0.000108017,518,518,2.58E-11,5.21E-10,pwy,filtered
82,time,ko04146,time,-0.000258778,518,503,3.48E-11,6.90E-10,pwy,filtered
83,time,ko00624,time,0.00065289,518,207,1.46E-10,2.83E-09,pwy,filtered
84,time,ko04974,time,-0.000367829,518,518,2.32E-10,4.44E-09,pwy,filtered
85,time,ko00900,time,-0.000163049,518,518,4.91E-09,9.06E-08,pwy,filtered
86,time,ko00521,time,0.000499219,518,518,6.38E-09,1.16E-07,pwy,filtered
87,time,ko00626,time,-0.000766711,518,86,8.23E-09,1.47E-07,pwy,filtered
88,time,ko00010,time,0.000212353,518,518,1.15E-08,2.01E-07,pwy,filtered
89,time,ko04910,time,0.000169516,518,508,1.96E-08,3.38E-07,pwy,filtered
90,time,ko00051,time,0.000577193,518,518,5.26E-08,8.80E-07,pwy,filtered
91,time,ko00500,time,-0.000241338,518,518,6.35E-08,1.05E-06,pwy,filtered
92,time,ko04122,time,0.000348547,518,518,7.75E-08,1.26E-06,pwy,filtered
93,time,ko00627,time,-0.000397556,518,518,1.72E-07,2.71E-06,pwy,filtered
94,time,ko03013,time,0.000191466,518,518,3.05E-07,4.73E-06,pwy,filtered
95,time,ko00240,time,9.93E-05,518,518,6.21E-07,9.24E-06,pwy,filtered
96,time,ko00312,time,-8.47E-05,518,470,1.01E-06,1.49E-05,pwy,filtered
97,time,ko02020,time,-0.000134496,518,518,1.44E-06,2.09E-05,pwy,filtered
98,time,ko01053,time,-0.000322514,518,518,1.94E-06,2.77E-05,pwy,filtered
99,time,ko00600,time,0.000518231,518,465,2.93E-06,4.13E-05,pwy,filtered
100,time,ko00860,time,0.000305029,518,518,4.40E-06,6.05E-05,pwy,filtered
101,time,ko00720,time,0.000125286,518,518,4.41E-06,6.05E-05,pwy,filtered
102,time,ko05143,time,0.000340955,518,365,4.66E-06,6.32E-05,pwy,filtered
103,time,ko00910,time,-0.000105311,518,518,6.72E-06,8.99E-05,pwy,filtered
104,time,ko05120,time,-6.79E-05,518,518,9.84E-06,0.000129053,pwy,filtered
105,time,ko03050,time,-0.000257875,518,516,1.36E-05,0.000175809,pwy,filtered
106,time,ko00590,time,-0.00027655,518,496,4.16E-05,0.000517972,pwy,filtered
107,time,ko00670,time,8.19E-05,518,518,4.95E-05,0.000602824,pwy,filtered
108,time,ko00540,time,-0.000710012,518,518,5.85E-05,0.000703468,pwy,filtered
109,time,ko00562,time,0.000116192,518,518,8.50E-05,0.001012083,pwy,filtered
110,time,ko00564,time,-0.000123832,518,518,0.000199114,0.002268625,pwy,filtered
111,time,ko00340,time,-0.000167177,518,518,0.000224855,0.002534948,pwy,filtered
112,time,ko05150,time,-0.000231349,518,518,0.000239944,0.002676879,pwy,filtered
113,time,ko00430,time,-0.000546957,518,457,0.000613916,0.006641451,pwy,filtered
114,time,ko00710,time,-0.000128227,518,512,0.000811892,0.008695361,pwy,filtered
115,time,ko04621,time,2.49E-05,518,358,0.001011,0.010720602,pwy,filtered
116,time,ko00361,time,-9.04E-05,518,338,0.001234971,0.012841297,pwy,filtered
117,time,ko04210,time,6.69E-05,518,510,0.001520576,0.015659006,pwy,filtered
118,time,ko00190,time,-7.85E-05,518,518,0.00186194,0.018991785,pwy,filtered
119,time,ko00906,time,6.59E-05,518,510,0.002880269,0.029101582,pwy,filtered
120,time,ko03070,time,-8.10E-05,518,518,0.003225241,0.03228255,pwy,filtered
121,time,ko00030,time,9.37E-05,518,518,0.003853917,0.038218015,pwy,filtered
122,time,ko00270,time,8.95E-05,518,518,0.003920175,0.038518413,pwy,filtered
123,time,ko04141,time,9.89E-05,518,517,0.004633823,0.045116591,pwy,filtered
124,time,ko00520,time,-5.95E-05,518,518,0.005536545,0.053420176,pwy,filtered
125,time,ko00040,time,0.00017513,518,518,0.008376998,0.07939615,pwy,filtered
126,time,ko00531,time,-0.000224064,518,501,0.012594423,0.112405222,pwy,filtered
127,time,ko00640,time,5.17E-05,518,518,0.013963084,0.123590606,pwy,filtered
70,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,time,0.028903621,518,281,5.25E-85,1.62E-81,tax,filtered
71,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,time,0.025053666,518,252,4.17E-75,6.42E-72,tax,filtered
72,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,time,0.026528093,518,214,4.67E-74,4.79E-71,tax,filtered
73,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,time,0.026521898,518,214,1.37E-73,1.05E-70,tax,filtered
74,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,time,0.022592947,518,209,2.31E-67,1.19E-64,tax,filtered
75,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,time,0.022592947,518,209,2.31E-67,1.19E-64,tax,filtered
76,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,time,0.020873154,518,175,3.92E-66,1.72E-63,tax,filtered
77,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified,time,0.022529409,518,199,2.15E-64,8.27E-62,tax,filtered
78,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,time,0.013054927,518,176,1.50E-62,4.63E-60,tax,filtered
79,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875,time,0.013054927,518,176,1.50E-62,4.63E-60,tax,filtered
80,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA,time,0.023505253,518,189,3.03E-62,6.72E-60,tax,filtered
81,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA|t__GCF_000185525,time,0.023505253,518,189,3.03E-62,6.72E-60,tax,filtered
82,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,time,0.025350865,518,125,3.06E-62,6.72E-60,tax,filtered
83,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975,time,0.025350865,518,125,3.06E-62,6.72E-60,tax,filtered
84,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,time,0.028246431,518,323,6.48E-62,1.33E-59,tax,filtered
85,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,time,0.024807872,518,300,1.15E-60,2.22E-58,tax,filtered
86,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,time,0.024645403,518,306,1.78E-59,3.21E-57,tax,filtered
87,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,time,0.023061869,518,337,1.38E-58,2.36E-56,tax,filtered
88,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii,time,0.023525767,518,278,6.51E-58,1.00E-55,tax,filtered
89,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445,time,0.023525767,518,278,6.51E-58,1.00E-55,tax,filtered
90,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,time,0.024767102,518,275,7.07E-58,1.04E-55,tax,filtered
91,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified,time,0.016983636,518,204,8.51E-58,1.19E-55,tax,filtered
92,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,time,0.018461865,518,294,1.53E-57,2.05E-55,tax,filtered
93,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,time,0.015911805,518,204,1.71E-57,2.20E-55,tax,filtered
94,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,time,0.024992501,518,275,1.47E-56,1.80E-54,tax,filtered
95,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,time,0.024120659,518,304,1.96E-56,2.23E-54,tax,filtered
96,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified,time,0.024120659,518,304,1.96E-56,2.23E-54,tax,filtered
97,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,time,0.022325071,518,201,2.07E-55,2.28E-53,tax,filtered
98,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,time,0.021013905,518,193,1.59E-52,1.69E-50,tax,filtered
99,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,time,-0.005121238,518,231,1.70E-52,1.74E-50,tax,filtered
100,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,time,-0.005128063,518,232,3.27E-52,3.25E-50,tax,filtered
101,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,time,0.02524192,518,315,5.66E-51,5.13E-49,tax,filtered
102,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,time,0.02524192,518,315,5.66E-51,5.13E-49,tax,filtered
103,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,time,0.02524192,518,315,5.66E-51,5.13E-49,tax,filtered
104,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified,time,0.025921626,518,311,1.45E-50,1.28E-48,tax,filtered
105,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,time,0.015197686,518,121,4.77E-50,3.97E-48,tax,filtered
106,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified,time,0.015197686,518,121,4.77E-50,3.97E-48,tax,filtered
107,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,time,0.015963648,518,131,2.93E-49,2.31E-47,tax,filtered
108,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,time,0.015963648,518,131,2.93E-49,2.31E-47,tax,filtered
109,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,time,0.004916984,518,185,9.92E-43,7.64E-41,tax,filtered
110,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,time,0.005521592,518,187,6.73E-42,5.05E-40,tax,filtered
111,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,time,0.016065121,518,346,1.25E-41,9.13E-40,tax,filtered
112,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,time,0.005471737,518,194,2.85E-41,2.04E-39,tax,filtered
113,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,time,0.020632498,518,294,1.35E-39,9.44E-38,tax,filtered
114,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,time,0.022390626,518,276,5.30E-39,3.63E-37,tax,filtered
115,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,time,0.018034077,518,91,1.40E-38,9.16E-37,tax,filtered
116,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065,time,0.018034077,518,91,1.40E-38,9.16E-37,tax,filtered
